dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,PROJETO DE LEI,PL,121,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE ASSISTÊNCIA SOCIAL
PADRE MANOEL DA NÓBREGA, DE UBERABA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143461,PL. 121 1983 - PROJETO DE LEI,1680,UTILIDADE PÚBLICA,LEI 8447 1983 - LEI ORDINÁRIA,20120131,1024,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 9 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 9 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 24 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 11 8 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 30 9 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 10 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8447/1983,LEI 8447 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,120,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL RAUL TEIXEIRA DA COSTA À ESCOLA
ESTADUAL DO CONJUNTO CRISTINA, MUNICÍPIO SANTA LUZIA, NO BAIRRO
LONDRINA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA LUZIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-04-16,000143462,PL. 120 1983 - PROJETO DE LEI,1680,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1719,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 24 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 11 10 1983\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19861218,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,119,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL MURGY HIBRAIM SARAH À ESCOLA ESTADUAL
GLEBA B, DO MUNICÍPIO DE SANTA LUZIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA LUZIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143463,PL. 119 1983 - PROJETO DE LEI,1680,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8470 1983 - LEI ORDINÁRIA,20120503,1720,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 24 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 8 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 17 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8470/1983,LEI 8470 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,118,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL JACINTA ENÉAS ORZIL À ESCOLA
ATUALMENTE IDENTIFICADA COMO GLEBA F, DO MUNICÍPIO DE SANTA LUZIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA LUZIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143464,PL. 118 1983 - PROJETO DE LEI,1680,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8477 1983 - LEI ORDINÁRIA,20120503,1721,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 28 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 8 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8477/1983,LEI 8477 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,117,1983,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ DENOMINAÇÃO DE PROFESSORA MARIA DA GLÓRIA DE CASTRO VEADO À ESCOLA
ESTADUAL ATUALMENTE IDENTIFICADA COMO GLEBA E, EM SANTA LUZIA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA LUZIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143465,PL. 117 1983 - PROJETO DE LEI,1680,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8472 1983 - LEI ORDINÁRIA,20120503,1721,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 24 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 11 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8472/1983,LEI 8472 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,116,1983,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA SÃO JOÃO BATISTA,
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143466,PL. 116 1983 - PROJETO DE LEI,74,UTILIDADE PÚBLICA,LEI 8427 1983 - LEI ORDINÁRIA,20120131,1025,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 28 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 11 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 7 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 7 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8427/1983,LEI 8427 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,115,1983,DEPUTADO CLODESMIDT RIANI                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FONEMA DE REEDUCAÇÃO DA
AUDIÇÃO E DA LINGUAGEM, DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-16,000143467,PL. 115 1983 - PROJETO DE LEI,372,UTILIDADE PÚBLICA,LEI 8426 1983 - LEI ORDINÁRIA,20120131,1026,rosanacf,1983-04-14,"list(passo = 1, data = ""1983-04-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 27 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 11 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 7 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8426/1983,LEI 8426 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,114,1983,DEPUTADO ADEMIR LUCAS                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE DESENVOLVIMENTO DO
BAIRRO SÃO GABRIEL, SEGUNDA SEÇÃO, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-15,000143468,PL. 114 1983 - PROJETO DE LEI,2030,UTILIDADE PÚBLICA,LEI 8429 1983 - LEI ORDINÁRIA,20120131,1048,rosanacf,1983-04-13,"list(passo = 1, data = ""1983-04-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 5 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 27 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 14 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 7 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8429/1983,LEI 8429 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,113,1983,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSORA ISAURA PEREIRA DOS
SANTOS À ESCOLA ESTADUAL DO BAIRRO DO AÇUDE, MUNICÍPIO DE ITAJUBÁ.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAJUBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-15,000143469,PL. 113 1983 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8436 1983 - LEI ORDINÁRIA,20120503,1722,rosanacf,1983-04-13,"list(passo = 1, data = ""1983-04-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 5 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 27 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 14 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1983"")",list(),list(),"list(expressao = ""(PL adj 1859 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 1859 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1859+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 1859, ano = 1982)",N,NA,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/8436/1983,LEI 8436 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,112,1983,DEPUTADO JAIME MARTINS                     PFL,AUTORIZA A DOAÇÃO DE IMÓVEL AO MUNICÍPIO DE ARAÚJOS.,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, ARAÚJOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-04-14,000143470,PL. 112 1983 - PROJETO DE LEI,2800,IMÓVEL,NA,20120605,1504,rosanacf,1983-04-12,"list(passo = 1, data = ""1983-04-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 6 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 10 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPERDEU PRAZO EM 30 8 1983\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 30 9 1983\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 30 9 1983\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2800, nome = ""DEPUTADO JAIME MARTINS"", partido = ""PFL"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,111,1983,DEPUTADO JOÃO NAVARRO                      PDS,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL JOSÉ DA COSTA CARVALHO AO GRUPO
CONSTRUÍDO EM ITAVERAVA, MG, À RUA FRANCISCO COLETA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAVERAVA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-04-14,000143471,PL. 111 1983 - PROJETO DE LEI,311,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120503,1723,rosanacf,1983-04-12,"list(passo = 1, data = ""1983-04-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19861218,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,110,1983,DEPUTADO JOSÉ PEREIRA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DE JESUS DE MATOZINHOS, COM
SEDE EM MATOZINHOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MATOZINHOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-04-13,000143472,PL. 110 1983 - PROJETO DE LEI,2040,UTILIDADE PÚBLICA,NA,20120131,1049,rosanacf,1983-04-11,"list(passo = 1, data = ""1983-04-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),"list(expressao = ""(PL adj 2013 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2013 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2013+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2013, ano = 1982)",N,ARQUIVO,19861217,"list(id = 2040, nome = ""DEPUTADO JOSÉ PEREIRA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,109,1983,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA UMBANDISTA PAI JOÃO
DE UMBANDA, COM SEDE NA CIDADE DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-13,000143473,PL. 109 1983 - PROJETO DE LEI,1187,UTILIDADE PÚBLICA,LEI 8435 1983 - LEI ORDINÁRIA,20120131,1050,rosanacf,1983-04-11,"list(passo = 1, data = ""1983-04-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 5 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 27 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 14 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 7 1983"")",list(),list(),"list(expressao = ""(PL adj 2119 adj 1982[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2119 1982"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2119+adj+1982%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2119, ano = 1982)",N,NA,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8435/1983,LEI 8435 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,108,1983,DEPUTADO KEMIL KUMAIRA                     PSDB,"DÁ DENOMINAÇÃO À ESCOLA ESTADUAL DE RUBIM, SITUADA NO MUNICÍPIO DE
RUBIM.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, RUBIM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-13,000143474,PL. 108 1983 - PROJETO DE LEI,1695,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8473 1983 - LEI ORDINÁRIA,20120503,1726,rosanacf,1983-04-11,"list(passo = 1, data = ""1983-04-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 6 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 10 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 11 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 28 6 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERNANDO RAINHO\nPUBLICAÇÃO: 11 10 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 17 11 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",NA,NA,NA,/legislacao/mineira/LEI/8473/1983,LEI 8473 1983 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,107,1983,DEPUTADO ANTÔNIO ARAÚJO                    PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO EVANGÉLICA MENSAGEM
DE SALVAÇÃO, COM SEDE NO MUNICÍPIO DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-04-09,000143475,PL. 107 1983 - PROJETO DE LEI,2793,UTILIDADE PÚBLICA,LEI 8432 1983 - LEI ORDINÁRIA,20120131,1050,rosanacf,1983-04-07,"list(passo = 1, data = ""1983-04-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1983\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 5 1983\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1983\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 25 5 1983\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 14 6 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 6 7 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 7 1983"")",list(),list(),NULL,N,NA,NA,"list(id = 2793, nome = ""DEPUTADO ANTÔNIO ARAÚJO"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8432/1983,LEI 8432 1983 - LEI ORDINÁRIA,NA
