dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,local,norma,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,observacao,tema,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1093,1981,DEPUTADO ADEMIR LUCAS                      PMDB,"AUTORIZA A LOTERIA DO ESTADO DE MINAS GERAIS A REALIZAR EXTRAÇÃO
ESPECIAL EM FAVOR DA ASSOCIAÇÃO DOS AMIGOS DO HOSPITAL MÁRIO
PENNA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-04-03,000144789,PL. 1093 1981 - PROJETO DE LEI,2030,NA,NA,NA,LEI 7981 1981 - LEI ORDINÁRIA,NA,19980101,NA,Carga,1981-04-01,"list(passo = 1, data = ""1981-04-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 17 6 1981, NA FORMA DE SUBSTITUTIVO\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 6 1981\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. OSCAR CORRÊA\nPUBLICAÇÃO: 19 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/7981/1981,LEI 7981 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1091,1981,DEPUTADO EUCLIDES CINTRA                   PDS,"DÁ DENOMINAÇÃO À ESCOLA ESTADUAL DA RUA DUQUE DE CAXIAS DE
PARAISÓPOLIS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PARAISÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-04-03,000144790,PL. 1091 1981 - PROJETO DE LEI,295,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,LEI 8053 1981 - LEI ORDINÁRIA,NA,20120508,1459,rosanacf,1981-04-01,"list(passo = 1, data = ""1981-04-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 8 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 21 8 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 8 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 7 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 20 8 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 8 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 9 1981"")",list(),list(),NULL,N,NA,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/8053/1981,LEI 8053 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1090,1981,DEPUTADO NEIF JABUR                        PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BOA VISTA FUTEBOL CLUBE, COM
SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-04-03,000144791,PL. 1090 1981 - PROJETO DE LEI,1694,UTILIDADE PÚBLICA,NA,NA,LEI 7990 1981 - LEI ORDINÁRIA,NA,20120201,1618,rosanacf,1981-04-01,"list(passo = 1, data = ""1981-04-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 25 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 9 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/7990/1981,LEI 7990 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1085,1981,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA PENTECOSTAL DA SANTÍSSIMA
TRINDADE, COM SEDE EM ITAÚNA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAÚNA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-04-03,000144792,PL. 1085 1981 - PROJETO DE LEI,1935,UTILIDADE PÚBLICA,NA,NA,LEI 7960 1981 - LEI ORDINÁRIA,NA,20120201,1618,rosanacf,1981-04-01,"list(passo = 1, data = ""1981-04-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 25 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 28 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 9 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/7960/1981,LEI 7960 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1083,1981,GOVERNADOR DO ESTADO,"CONCEDE PENSÃO A IVONE MARTINS DE CARVALHO, VIÚVA DE
EX-DEPUTADO ESTADUAL (JOÃO VIDAL DE CARVALHO).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-04-01,000144794,PL. 1083 1981 - PROJETO DE LEI,NA,NA,NA,NA,LEI 7925 1981 - LEI ORDINÁRIA,NA,19980101,NA,Carga,1981-03-30,"list(passo = 1, data = ""1981-03-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 4 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 4 1981\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 25 4 1981\nSAÚDE\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 25 4 1981\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 25 4 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 5 5 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 5 1981"")",list(),list(),"list(descricao = ""MSG 398 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,/legislacao/mineira/LEI/7925/1981,LEI 7925 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1082,1981,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA A SAMARITANA - SOCIEDADE DE ASSISTÊNCIA A
POBRES, COM SEDE EM DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-31,000144799,PL. 1082 1981 - PROJETO DE LEI,2036,UTILIDADE PÚBLICA,NA,NA,LEI 7963 1981 - LEI ORDINÁRIA,NA,20120201,1619,rosanacf,1981-03-27,"list(passo = 1, data = ""1981-03-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 30 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 28 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 9 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/7963/1981,LEI 7963 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1077,1981,GOVERNADOR DO ESTADO,"ACRESCENTA PARÁGRAFO ÚNICO AO ART. 24 DA LEI 7291, DE 4 7 1978,
QUE DISPÕE SOBRE CONTRATAÇÃO DE OBRAS E SERVIÇOS, A AQUISIÇÃO,
ALIENAÇÃO E O USO DE BENS PELO ESTADO E SUAS AUTARQUIAS.
(PERMITE QUE A ALIENAÇÃO DE IMÓVEL RECEBIDO EM DAÇÃO EM
PAGAMENTO SEJA EFETUADA INDEPENDENTE DE LEI, MAS COM
AUTORIZAÇÃO DO GOVERNADOR DO ESTADO).",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1981-03-31,000144800,PL. 1077 1981 - PROJETO DE LEI,NA,NA,NA,NA,NA,NA,19980101,NA,Carga,1981-03-27,"list(passo = 1, data = ""1981-03-27"", local = ""PLENÁRIO"", historico = ""DEVOLVIDO AO GOVERNADOR DO ESTADO, CONFORME OFÍCIO 523,\nDE 26 5 1981."")",list(),list(),"list(descricao = ""MSG 397 1981"")",N,DELIBERAÇÃO DE PLENÁRIO,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1076,1981,DEPUTADO ROBERTO LUIZ SOARES               PDS,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO DE DESENVOLVIMENTO COMUNITÁRIO
DE PIEDADE DE CIMA, MUNICÍPIO DE VISCONDE DO RIO BRANCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, VISCONDE DO RIO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-28,000144805,PL. 1076 1981 - PROJETO DE LEI,2115,UTILIDADE PÚBLICA,NA,NA,LEI 7962 1981 - LEI ORDINÁRIA,NA,20120201,1620,rosanacf,1981-03-26,"list(passo = 1, data = ""1981-03-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 28 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 9 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2115, nome = ""DEPUTADO ROBERTO LUIZ SOARES"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/7962/1981,LEI 7962 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1075,1981,DEPUTADO FÚLVIO FONTOURA                   ARENA,"AUTORIZA O PODER EXECUTIVO A REVERTER MEDIANTE DOAÇÃO, AO
MUNICÍPIO DE MATUTINA, IMÓVEL QUE MENCIONA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-28,000144806,PL. 1075 1981 - PROJETO DE LEI,2035,NA,NA,NA,LEI 8081 1981 - LEI ORDINÁRIA,NA,19980101,NA,Carga,1981-03-26,"list(passo = 1, data = ""1981-03-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 10 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 10 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 14 5 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 23 5 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 23 5 1981\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 6 10 1981 E 14 10 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 11 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/8081/1981,LEI 8081 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1074,1981,DEPUTADO FÚLVIO FONTOURA                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMUNITÁRIA DO BAIRRO
CÉU AZUL E DOS BAIRROS E VILAS ADJACENTES, DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-28,000144807,PL. 1074 1981 - PROJETO DE LEI,2035,UTILIDADE PÚBLICA,NA,NA,LEI 8026 1981 - LEI ORDINÁRIA,NA,20120201,1620,rosanacf,1981-03-26,"list(passo = 1, data = ""1981-03-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 2 6 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 16 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2035, nome = ""DEPUTADO FÚLVIO FONTOURA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/8026/1981,LEI 8026 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1069,1981,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA O MINAS FUTEBOL CLUBE, COM SEDE EM SÃO
GONÇALO DO PARÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO GONÇALO DO PARÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-28,000144808,PL. 1069 1981 - PROJETO DE LEI,2036,UTILIDADE PÚBLICA,NA,NA,LEI 8016 1981 - LEI ORDINÁRIA,NA,20120201,1621,rosanacf,1981-03-26,"list(passo = 1, data = ""1981-03-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 2 6 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 7 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1981"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/8016/1981,LEI 8016 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1068,1981,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DA SOCIEDADE
DE SÃO VICENTE DE PAULO, COM SEDE EM PEDRA DO INDAIÁ.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PEDRA DO INDAIÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1981-03-28,000144809,PL. 1068 1981 - PROJETO DE LEI,2036,UTILIDADE PÚBLICA,NA,NA,LEI 7964 1981 - LEI ORDINÁRIA,NA,20120201,1622,rosanacf,1981-03-26,"list(passo = 1, data = ""1981-03-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 4 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 24 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 28 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 9 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1981."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/7964/1981,LEI 7964 1981 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1064,1981,DEPUTADO GENÉSIO BERNARDINO                PMDB,"DISPÕE SOBRE A CONCESSÃO, PAGAMENTO E PRESTAÇÃO DE CONTAS DE
SUBVENÇÕES A ENTIDADES ESPECIFICADAS EM RESOLUÇÃO ANUAL DE
INICIATIVA DO PODER LEGISLATIVO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-03-27,000144818,PL. 1064 1981 - PROJETO DE LEI,1696,NA,NA,ARQUIVO,NA,19830131,20090401,0847,m17663,1981-03-25,"list(passo = 1, data = ""1981-03-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 6 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 22 8 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 22 8 1981\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 10 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1696, nome = ""DEPUTADO GENÉSIO BERNARDINO"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1062,1981,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE DE PROTEÇÃO AO EXCEPCIONAL,
COM SEDE EM BETIM.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BETIM.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-03-27,000144819,PL. 1062 1981 - PROJETO DE LEI,1187,UTILIDADE PÚBLICA,NA,ARQUIVO,NA,19830131,20120201,1623,rosanacf,1981-03-25,"list(passo = 1, data = ""1981-03-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 4 1981\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1060,1981,DEPUTADO AMILCAR PADOVANI                  PTB,"DECLARA DE UTILIDADE PÚBLICA O GRÊMIO RECREATIVO BLOCO CARNAVALESCO
CACIQUE LINS, DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1981-03-27,000144820,PL. 1060 1981 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,ARQUIVO,NA,19830131,20120201,1623,rosanacf,1981-03-25,"list(passo = 1, data = ""1981-03-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 6 4 1981\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""PTB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
