dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,local,arquivamento,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,829,1984,DEPUTADO MARES GUIA                        PT,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS MORADORES DO
BAIRRO PETROLÂNDIA, DE CONTAGEM.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-25,000142743,PL. 829 1984 - PROJETO DE LEI,2802,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8904 1985 - LEI ORDINÁRIA,20120130,0956,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 8 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLEBER LIMA\nPUBLICAÇÃO: 16 5 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 14 6 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 7 8 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 8 1985"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.","list(id = 2802, nome = ""DEPUTADO MARES GUIA"", partido = ""PT"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8904/1985,LEI 8904 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,828,1984,DEPUTADO MARES GUIA                        PT,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMUNITÁRIA DO BAIRRO
SANTA CECÍLIA, DE BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-25,000142744,PL. 828 1984 - PROJETO DE LEI,2802,NA,UTILIDADE PÚBLICA,NA,20120130,0959,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2802, nome = ""DEPUTADO MARES GUIA"", partido = ""PT"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,827,1984,DEPUTADO MARES GUIA                        PT,"DECLARA DE UTILIDADE PÚBLICA O CENTRO COMUNITÁRIO RURAL DE
FIDELÂNDIA, ZONA RURAL DO MUNICÍPIO DE ATALÉIA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-25,000142745,PL. 827 1984 - PROJETO DE LEI,2802,NA,UTILIDADE PÚBLICA,NA,20120130,1004,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ATALÉIA.","list(id = 2802, nome = ""DEPUTADO MARES GUIA"", partido = ""PT"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,826,1984,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"AUTORIZA A DOAÇÃO DE IMÓVEL DO ESTADO AO SINDICATO RURAL DA CIDADE DE
PARACATU.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-25,000142746,PL. 826 1984 - PROJETO DE LEI,1187,NA,IMÓVEL,LEI 8876 1985 - LEI ORDINÁRIA,20120530,1639,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 6 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 20 4 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPERDEU PRAZO\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ELMO BRAZ\nPUBLICAÇÃO: 20 4 1985\nECONOMIA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 4 6 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 22 6 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 7 1985"")",list(),list(),NULL,N,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, PARACATU.","list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8876/1985,LEI 8876 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,825,1984,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE DE SÃO VICENTE DE
PAULO, DA CIDADE DE DORES DO INDAIÁ.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-25,000142747,PL. 825 1984 - PROJETO DE LEI,1187,NA,UTILIDADE PÚBLICA,NA,20120130,1004,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nARQUIVADO, FINAL DA LEGISLATURA."")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DORES DO INDAIÁ.","list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,824,1984,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DECLARA DE UTILIDADE PÚBLICA A CASA ESPÍRITA ANDRÉ LUIZ, COM SEDE
EM UBERABA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-25,000142748,PL. 824 1984 - PROJETO DE LEI,1187,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8727 1984 - LEI ORDINÁRIA,20120130,1004,rosanacf,1984-08-23,"list(passo = 1, data = ""1984-08-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 6 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.","list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8727/1984,LEI 8727 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,813,1984,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL SÃO SEBASTIÃO, DO
MUNICÍPIO DE TOMBOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-24,000142758,PL. 813 1984 - PROJETO DE LEI,2815,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8748 1984 - LEI ORDINÁRIA,20120130,1005,rosanacf,1984-08-22,"list(passo = 1, data = ""1984-08-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TOMBOS.","list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8748/1984,LEI 8748 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,812,1984,DEPUTADO PAULO ALMADA                      PMDB,"CONCEDE AOS MINISTROS DE CULTO RELIGIOSO LIVRE ACESSO AOS
HOSPITAIS PARA PRESTAREM ASSISTÊNCIA RELIGIOSA AOS DOENTES.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1984-08-24,000142759,PL. 812 1984 - PROJETO DE LEI,2811,NA,NA,NA,20090330,1208,m17663,1984-08-22,"list(passo = 1, data = ""1984-08-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 4 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 6 1986, COM AS EMENDAS 1 E 2\nEMENDA 1 PUBLICADA NO DL EM 23 8 1985 - AUTOR: DEP. SÉRGIO EMÍLIO\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 15 5 1985\nSAÚDE\nSEGUNDA DISCUSSÃO\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 15 5 1985\nJUSTIÇA (PARA EMITIR PARECER SOBRE EMENDA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 10 8 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 4 7 1986\nARQUIVADO, AO FINAL DA LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 2811, nome = ""DEPUTADO PAULO ALMADA"", partido = ""PMDB"")",ARQUIVO,19870131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,800,1984,DEPUTADO CLODESMIDT RIANI                  PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE ENGENHARIA DE JUIZ DE
FORA, COM SEDE NO MUNICÍPIO DE JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142760,PL. 800 1984 - PROJETO DE LEI,372,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8726 1984 - LEI ORDINÁRIA,20120130,1005,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 9 1984, COM A EMENDA 1\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984, NA FORMA DO VENCIDO EM SEGUNDA DISCUSSÃO\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 6 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.","list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8726/1984,LEI 8726 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,799,1984,DEPUTADO LUIZ ALBERTO RODRIGUES            PMDB,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL AO COROMANDEL ESPORTE
CLUBE, COM SEDE NA CIDADE DE COROMANDEL.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142761,PL. 799 1984 - PROJETO DE LEI,2042,NA,IMÓVEL,LEI 8920 1985 - LEI ORDINÁRIA,20120530,1640,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 5 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 8 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO LUIZ SOARES\nPUBLICAÇÃO: 14 5 1985\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 14 5 1985\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 14 5 1985\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 30 5 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES ALVES\nPUBLICAÇÃO: 29 8 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 9 1985"")",list(),list(),NULL,N,"AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, COROMANDEL.","list(id = 2042, nome = ""DEPUTADO LUIZ ALBERTO RODRIGUES"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8920/1985,LEI 8920 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,798,1984,DEPUTADO ARTUR FAGUNDES                    PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ALEXANDRE MARTINS DURÃES À
ESCOLA ESTADUAL DE VILA NOVA DE MINAS, 0.3.0.A, DE MONTES CLAROS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142762,PL. 798 1984 - PROJETO DE LEI,739,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8708 1984 - LEI ORDINÁRIA,20120425,1044,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 6 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 16 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 10 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MONTES CLAROS.","list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8708/1984,LEI 8708 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,797,1984,DEPUTADO ARTUR FAGUNDES                    PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL WASHINGTON XAVIER MENDES À ESCOLA
ESTADUAL DE ITAMIRIM - 0.2.0.Z, DO DISTRITO DE ITAMIRIM, NO MUNICÍPIO
DE ESPINOSA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142763,PL. 797 1984 - PROJETO DE LEI,739,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8759 1984 - LEI ORDINÁRIA,20120425,1045,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 4 10 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 31 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 29 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ANTÔNIO FARIA\nPUBLICAÇÃO: 17 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 11 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1984"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ESPINOSA.","list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8759/1984,LEI 8759 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,796,1984,DEPUTADO ARMANDO COSTA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO CENTRAL NOSSA SENHORA
APARECIDA, DA SOCIEDADE SÃO VICENTE DE PAULO, COM SEDE EM BELO
HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142764,PL. 796 1984 - PROJETO DE LEI,2794,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8715 1984 - LEI ORDINÁRIA,20120130,1006,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 4 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 2794, nome = ""DEPUTADO ARMANDO COSTA"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8715/1984,LEI 8715 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,795,1984,DEPUTADO ADEMIR LUCAS                      PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FEMININA JARDIM
CASTELINHO, COM SEDE NA CIDADE DE CONTAGEM.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142765,PL. 795 1984 - PROJETO DE LEI,2030,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8717 1984 - LEI ORDINÁRIA,20120130,1006,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 5 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 3 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.","list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8717/1984,LEI 8717 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,794,1984,DEPUTADO DÊNIO MOREIRA                     PDS,"DECLARA DE UTILIDADE PÚBLICA O GRUPO TEATRAL GOTA D'ÁGUA, COM SEDE
NA CIDADE DE CARATINGA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1984-08-22,000142766,PL. 794 1984 - PROJETO DE LEI,246,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8720 1984 - LEI ORDINÁRIA,20120130,1006,rosanacf,1984-08-20,"list(passo = 1, data = ""1984-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 9 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 10 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 10 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 4 9 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FELIPE NERI\nPUBLICAÇÃO: 2 10 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 23 10 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 11 1984"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARATINGA.","list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""PDS"")",NA,NA,NA,NA,/legislacao/mineira/LEI/8720/1984,LEI 8720 1984 - LEI ORDINÁRIA
